what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1428572530530
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1428572530561
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572539453
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572540873
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572545989
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428572550404
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428572553961
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572554616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572563446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572579592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572579592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572579608
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1428572579623
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572580809
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572585941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572590013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572600792
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572608093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572615144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572627843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572627843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572627843
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572629231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572631197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572642164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572642179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572642179
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572643240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572647031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572657311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572657311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572657311
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572660634
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572663239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572666110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572673925
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572676655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572679354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572685610
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572686577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572687809
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572694517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572694517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572694517
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572695531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572697466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572711241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572711241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572711241
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572712286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572717527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572729383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572729383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572729383
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572730600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572733533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572744765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572744765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572744765
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572746887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572750287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572758821
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572759897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572761410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572773095
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572773110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572773110
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572773968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572780910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572789802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572789818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572789818
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572790832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572792688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572817118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572817118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572817118
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572818054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572820456
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572829832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572829832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572829832
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572830550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572833467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572835510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572835526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572835526
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1428572836041
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1428572844933
error,log,,,"No property tester contributes a property com.aptana.ide.core.ui.nature to type class org.eclipse.jdt.internal.core.JavaProject",1428572845604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572847585
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1428572855494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572855510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1428572855510
