what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436180437879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1436180437884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436180441946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436180444956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436180461346
error,log,,,"<project root> [in 07MVC_user] is not on its project's build path",1436180485268
error,log,,,"<project root> [in 07MVC_user] is not on its project's build path",1436180485270
error,log,,,"<project root> [in 07MVC_user] is not on its project's build path",1436180485271
error,log,,,"Unable to synchronize Web Service model upon java element delta Java Model[*]: {CHILDREN}\n\t07MVC_user[*]: {CHILDREN}\n\t\t<project root>[*]: {CHILDREN}\n\t\t\tcn[+]: {}\n\t\t\tcn.itcast[+]: {}\n\t\t\tcn.itcast.bb[+]: {}\n\t\tResourceDelta(/07MVC_user/cn)[+]",1436180485272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436180485321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1436180485328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436180491786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436180492754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1436180492774
started,bundle,com.aptana.ide.editors,1.2.7.024747,"com.aptana.ide.editors",1436180507497
opened,editor,com.aptana.ide.editors,1.2.7.024747,"com.aptana.ide.ui.UntitledTextEditor",1436180508660
activated,editor,com.aptana.ide.editors,1.2.7.024747,"com.aptana.ide.ui.UntitledTextEditor",1436180508716
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1436180508820
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1436180514054
closed,editor,com.aptana.ide.editors,1.2.7.024747,"com.aptana.ide.ui.UntitledTextEditor",1436180514055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436180514559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436180573323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436180576922
