what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561573982
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561577760
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561578657
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561578658
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437561580654
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561582169
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561582195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437561585503
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561586660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561586673
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1437561588998
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561591720
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561592882
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561592882
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561595699
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561595699
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1437561596536
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561598261
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561598288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561639249
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561647558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561649716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561651398
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1437561686266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561687379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561687627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561690892
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561694788
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1437561696612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561699594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561699892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437561707813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437561713690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561720349
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561721601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437561736811
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1437561737727
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1437561739140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437561782486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561783876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561793478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561801500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561807016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561808028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561812533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561814027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561815580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561820014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561821289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561822383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561823710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561826699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561835436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561841262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561843906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561849728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561851580
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1437561861716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437561904483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561905648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561910784
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561928519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561934625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561944385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561944937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437561956587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561957767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561960556
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1437561964205
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1437561965389
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1437561967172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561971911
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437561973908
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437561999082
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562006880
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562010179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562016755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562018310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562020490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562051076
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1437562058955
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1437562059975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562061970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562063212
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562063250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562066641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562067552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562073082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562079095
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1437562093765
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562096808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562100966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562102787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437562113401
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1437562116133
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1437562118710
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562132329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562133568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562138228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562151271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562155220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437562187792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437562197318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562198285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562199410
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1437562203440
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1437562204380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562207064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562210595
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562210617
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562215463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562219377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562220226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437562252107
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562259568
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1437562262802
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1437562263797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562267782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562269433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562270601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562271471
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562271492
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562274748
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562283225
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562286395
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562289871
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562295499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562306808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562307505
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562311826
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562313490
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562314282
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562319250
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562320809
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562321658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562322159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562323193
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1437562328715
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437562358064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562362045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562364280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437562384226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1437562391630
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1437562393667
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1437562396850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1437562398767
