what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053573050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053589417
activated,editor,com.aptana.ide.editor.html,1.2.7.024747,"com.aptana.ide.editors.HTMLEditor",1435053589621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053594371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053595712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435053598843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435053600756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435053621718
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435053623344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1435053639468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435053643144
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1435053644434
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1435053645939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053648363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053669496
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435053678654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053680708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053685151
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435053685181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053688957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053690620
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435053690631
activated,editor,com.aptana.ide.editor.html,1.2.7.024747,"com.aptana.ide.editors.HTMLEditor",1435053693073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435053695505
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435053712753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435053714645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435053737672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435053770740
activated,editor,com.aptana.ide.editor.html,1.2.7.024747,"com.aptana.ide.editors.HTMLEditor",1435053774212
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053774762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053775575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435053779625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435053781786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053786401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053793071
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435053797002
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435053799097
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1435053801008
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435053802802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435053841330
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1435053842665
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1435053844792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053845753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053861868
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435053863157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053869097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053870579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053894219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053908931
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435053908945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053910799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053945675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053947620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053959277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053988525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053992651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053995002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435053997877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435054019184
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1435054025242
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1435054027327
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435054028355
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1435054028429
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435054030031
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1435054030850
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435054031165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435054070563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435054071843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435054085880
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1435054087504
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1435054088841
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435054090534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435054105768
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1435054106916
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1435054109393
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435054109797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435054114615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435054117122
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435054129931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435054130546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435054136513
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435054149329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435054196578
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1435054197795
