what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430227892860
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430227898316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430227906694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430227913594
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1430227940463
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1430227940536
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1430227940604
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1430227940642
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1430227940668
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1430227940730
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1430227940743
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1430227940877
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1430227940891
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1430227941101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430227941331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430227970001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430227973940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228013143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228015453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430228022434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228032007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228035654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228059166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228063521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430228074586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228088743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228094978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430228100408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1430228113198
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1430228116857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228117802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228123479
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1430228123541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228129624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228131625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430228137470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228139895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228142718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228148848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228164674
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228167023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228177017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228198655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228210488
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1430228216296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228216540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228217507
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1430228217574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430228225039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228225902
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228227450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228234423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228237443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430228274942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430228294493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228296392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228297241
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1430228298827
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430228300630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228302638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228305904
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430228305934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228307576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228335033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430228354761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228356127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228358551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430228373206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228381765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228390731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430228403136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1430228405866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1430228409475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228411400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228412110
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1430228413777
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430228415500
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1430228416065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228417461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228418263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228439901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228453791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228460195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228464019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228516854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228532575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1430228537876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228547086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430228554012
